DateTime,AddedIPs,RemovedIPs
1579307077,244,209
1579308967,244,220
1579311141,394,195
1579313410,260,247
1579315235,177,174
1579317182,228,188
1579319052,277,207
1579320981,257,219
1579323136,234,236
1579325049,214,229
1579326989,355,236
1579328885,540,172
1579331772,651,2143
1579333713,209,852
1579335879,226,794
1579337784,304,245
1579339699,265,186
1579341677,220,229
1579343538,258,215
1579345493,205,190
1579347368,320,214
1579349301,228,217
1579351225,239,283
1579353131,235,209
1579355073,267,247
1579356971,191,198
1579359136,251,199
1579361049,265,232
1579362991,290,213
1579364888,288,201
1579367782,432,315
1579369945,337,212
1579371849,1877,208
1579373789,4311,181
1579375686,2841,241
1579377626,1722,205
1579379555,1858,265
1579381719,1766,267
1579383622,2001,192
1579385534,1813,175
1579387479,2172,234
1579389378,3046,463
1579391539,4390,284
1579393469,3034,229
1579395367,3700,228
1579397545,3881,403
1579399704,3718,235
1579401618,3791,172
1579403570,3481,213
1579405454,3272,226
1579407385,3238,225
1579409319,4491,183
1579411221,2016,149
1579413132,1977,324
1579415070,1692,226
1579416973,2332,807
1579418895,1602,220
1579421772,2339,270
1579423719,1817,221
1579425608,1675,234
1579427530,1892,227
1579429467,198,227
1579431374,204,176
1579433291,169,250
1579435242,204,169
1579437136,202,200
1579439080,146,153
1579440989,193,255
1579442893,164,159
1579444812,195,159
1579446892,160,186
1579448923,143,318
1579450808,140,231
1579452731,182,230
1579454682,163,195
1579456568,163,300
1579458489,283,1558
1579461641,476,5326
1579463535,247,1638
1579465459,182,1864
1579467410,166,1785
1579469305,170,1686
1579472173,300,2736
1579474091,206,2165
1579476007,223,3253
1579477945,1234,3964
1579479856,1180,3002
1579481768,1561,3712
1579483707,1478,3414
1579485644,1657,3842
1579487547,1208,3160
1579489728,1429,4015
1579491613,1177,3295
1579493535,1120,3270
1579495466,1351,4433
1579497381,1082,2404
1579499291,1250,1985
1579501226,1278,1688
1579503138,2869,2043
1579505065,1951,1592
1579506969,1053,1614
1579508894,950,1479
1579510849,1017,1886
1579512738,995,1653
1579514677,997,1240
1579516606,1114,251
1579518503,848,186
1579520411,1030,214
1579522348,986,198
1579524258,1136,206
1579526172,994,190
1579528091,1095,199
1579530022,211,237
1579531942,165,246
1579533850,179,169
1579535782,205,141
1579537688,178,234
1579539627,311,180
1579541543,219,182
1579543725,283,206
1579545628,244,253
1579547792,274,253
1579549692,278,223
1579551625,227,159
1579553555,239,183
1579555455,251,185
1579557375,227,190
1579559318,210,246
1579562239,322,282
1579564117,214,190
1579566015,230,891
1579567956,215,1444
1579569882,222,1361
1579571780,202,1566
1579573693,192,1137
1579576604,296,1687
1579578552,544,1159
1579580410,171,1037
1579582327,238,1265
1579584249,171,988
1579586174,171,1157
1579588089,433,2333
1579590976,1889,4522
1579592894,1702,1173
1579594815,1055,1064
1579596731,680,1027
1579598655,503,1044
1579600583,483,1247
1579602493,503,1102
1579604439,430,1155
1579606337,350,1006
1579608298,302,1201
1579610172,1273,1217
1579612097,2329,1114
1579614023,2268,1200
1579615951,2314,474
1579617854,1679,175
1579619782,246,176
1579621936,290,247
1579623902,276,233
1579625771,293,319
1579627690,280,271
1579629653,317,364
1579631534,465,288
1579633466,564,314
1579635387,538,337
1579637292,496,314
1579639213,406,311
1579641141,352,281
1579643052,491,298
1579644971,336,271
1579646894,336,313
1579648806,323,250
1579650728,513,297
1579652656,371,336
1579654592,483,291
1579656515,405,278
1579659373,431,398
1579661296,355,248
1579663224,216,228
1579665130,222,685
1579667076,286,265
1579668985,216,294
1579670888,228,230
1579673776,306,318
1579675693,1061,448
1579677624,198,215
1579679528,250,222
1579681454,179,337
1579683381,358,313
1579685292,563,320
1579688172,261,489
1579690094,175,321
1579692020,188,232
1579693928,218,263
1579695866,212,385
1579697770,183,2516
1579699694,199,1906
1579701638,169,2360
1579703547,198,2106
1579705494,227,440
1579707372,231,262
1579709324,189,301
1579711225,1613,270
1579713135,352,256
1579715067,266,277
1579716974,371,394
1579719135,236,399
1579721050,203,464
1579722984,256,429
1579724889,223,430
1579727786,366,642
1579729693,196,620
1579731652,194,422
1579733527,249,487
1579735452,254,492
1579737387,334,501
1579739290,207,375
1579741223,289,424
1579743157,195,575
1579745323,273,644
1579747212,263,422
1579749136,626,360
1579751078,199,349
1579752971,199,347
1579754889,193,417
1579756833,204,374
1579758751,187,334
1579760675,754,289
1579762636,532,1190
1579764487,234,433
1579767373,490,672
1579769300,331,316
1579771207,326,383
1579773154,659,951
1579775062,1096,261
1579776965,939,324
1579779160,1230,455
1579781085,905,348
1579782971,1054,465
1579784926,1645,303
1579786840,2086,415
1579788763,1130,411
1579790680,1302,504
1579792603,1101,539
1579794494,1342,719
1579796427,990,1346
1579798358,1484,1020
1579800258,996,252
1579802196,1187,314
1579804092,1014,208
1579807012,1689,262
1579808890,1208,200
1579810809,1011,209
1579812734,1152,196
1579814655,1003,176
1579816589,1170,165
1579818489,1029,200
1579820437,1762,180
1579822353,554,172
1579824281,765,269
1579826171,1414,182
1579828091,1466,222
1579830040,1205,251
1579832183,1043,136
1579834090,1159,237
1579836018,859,511
1579837932,1020,173
1579839882,849,156
1579841785,1099,152
1579843687,772,149
1579845625,950,166
1579847535,1378,1042
1579849496,1025,214
1579851369,909,242
1579853304,870,272
1579855241,1177,230
1579857133,801,259
1579859082,1013,317
1579861018,847,1102
1579862919,484,673
1579864816,268,1149
1579866757,196,679
1579868677,337,793
1579870571,503,1346
1579872490,261,2014
1579875402,543,1749
1579877299,1128,1204
1579879214,2171,1081
1579881155,486,1320
1579883052,931,918
1579884999,1280,1393
1579886895,1150,992
1579889775,1836,1639
1579891695,1352,1146
1579893627,1226,1026
1579895527,1325,1106
1579897472,1112,959
1579899371,1173,1101
1579901291,1094,936
1579904189,1661,1510
1579906112,1116,1400
1579908012,559,899
1579909948,593,657
1579911850,826,1147
1579913785,1050,1496
1579915688,890,1114
1579917655,1003,887
1579919533,821,735
1579921705,968,875
1579923612,686,814
1579925536,728,666
1579927464,955,788
1579929372,1085,826
1579931307,1219,690
1579933210,1129,653
1579935127,1761,1501
1579937064,691,576
1579938968,712,855
1579940891,615,812
1579943776,1127,1263
1579945720,866,874
1579947608,722,653
1579949532,713,347
1579951466,671,286
1579953388,784,177
