DateTime,Entries,UniqueIPs
1579248992,67,67
1579250946,63,63
1579252841,61,61
1579254769,59,59
1579256691,60,60
1579258585,60,60
1579260817,59,59
1579262813,62,62
1579264844,63,63
1579266755,65,65
1579268735,62,62
1579270622,62,62
1579272639,61,61
1579274678,60,60
1579276575,60,60
1579278495,59,59
1579280578,57,57
1579282571,57,57
1579284537,57,57
1579286430,56,56
1579288598,57,57
1579290747,60,60
1579292650,65,65
1579294595,67,67
1579296491,66,66
1579298655,67,67
1579300822,67,67
1579302772,62,62
1579304671,62,62
1579306586,61,61
1579308533,63,63
1579310423,62,62
1579312342,64,64
1579314260,65,65
1579316188,64,64
1579318165,62,62
1579320350,62,62
1579322174,66,66
1579324122,65,65
1579326019,67,67
1579328191,68,68
1579330101,69,69
1579332028,70,70
1579333936,69,69
1579335892,70,70
1579337813,71,71
1579339709,71,71
1579341937,71,71
1579343793,72,72
1579345709,71,71
1579347632,72,72
1579349544,69,69
1579351472,67,67
1579353382,65,65
1579355354,68,68
1579357242,68,68
1579359149,70,70
1579361061,71,71
1579363003,74,74
1579364899,73,73
1579367146,74,74
1579368984,75,75
1579370922,75,75
1579372851,74,74
1579374757,75,75
1579376740,75,75
1579378596,68,68
1579380750,69,69
1579384595,66,66
1579386516,67,67
1579388766,67,67
1579390582,70,70
1579392773,71,71
1579394659,70,70
1579396593,71,71
1579398526,69,69
1579400419,65,65
1579402335,64,64
1579404323,66,66
1579406190,64,64
1579408119,62,62
1579410379,59,59
1579412198,58,58
1579414102,57,57
1579416021,55,55
1579417979,62,62
1579419865,64,64
1579421785,63,63
1579423735,62,62
1579425627,62,62
1579427549,63,63
1579429495,62,62
1579431403,64,64
1579433310,64,64
1579435434,67,67
1579437399,68,68
1579439296,71,71
1579441237,71,71
1579443158,68,68
1579445062,65,65
1579446921,63,63
1579448954,61,61
1579450836,62,62
1579452742,62,62
1579454724,62,62
1579456580,61,61
1579460703,58,58
1579462828,56,56
1579464746,57,57
1579466678,55,55
1579468583,56,56
1579470500,57,57
1579472452,58,58
1579474350,59,59
1579478193,54,54
1579480110,55,55
1579484185,54,54
1579486110,55,55
1579488015,56,56
1579490191,55,55
1579492110,55,55
1579494033,53,53
1579495936,54,54
1579497852,55,55
1579499714,56,56
1579501716,57,57
1579503732,57,57
1579505537,52,52
1579507536,54,54
1579509388,56,56
1579511324,56,56
1579513218,54,54
1579515153,56,56
1579517064,56,56
1579518978,56,56
1579520912,53,53
1579522816,53,53
1579524734,50,50
1579526669,48,48
1579528579,47,47
1579530549,48,48
1579534290,47,47
1579536237,49,49
1579538186,46,46
1579542037,44,44
1579546092,45,45
1579548038,46,46
1579550000,47,47
1579551857,52,52
1579553774,52,52
1579555719,51,51
1579557857,49,49
1579559771,48,48
1579561951,48,48
1579563860,49,49
1579565812,48,48
1579567713,51,51
1579569618,52,52
1579571555,54,54
1579573486,58,58
1579575377,57,57
1579577313,58,58
1579579489,58,58
1579581379,59,59
1579583325,61,61
1579585245,59,59
1579587140,58,58
1579589087,60,60
1579591003,59,59
1579592901,58,58
1579594822,58,58
1579596739,59,59
1579598759,59,59
1579600589,57,57
1579602516,58,58
1579604685,57,57
1579606577,56,56
1579608492,56,56
1579610422,57,57
1579614255,60,60
1579616434,61,61
1579618342,62,62
1579620272,66,66
1579622181,66,66
1579624128,69,69
1579628188,72,72
1579632020,73,73
1579633940,72,72
1579635862,71,71
1579638025,67,67
1579639934,67,67
1579641858,67,67
1579643775,69,69
1579645695,70,70
1579649777,70,70
1579651696,68,68
1579653622,67,67
1579655541,66,66
1579657458,67,67
1579659378,64,64
1579661301,63,63
1579663232,62,62
1579665151,63,63
1579667086,63,63
1579668994,64,64
1579670896,63,63
1579672861,65,65
1579674760,63,63
1579676730,62,62
1579678580,62,62
1579680511,60,60
1579682439,61,61
1579684342,59,59
1579686268,60,60
1579688177,62,62
1579690099,63,63
1579692024,65,65
1579693932,65,65
1579695872,65,65
1579697775,67,67
1579699714,69,69
1579701825,68,68
1579704030,67,67
1579705939,66,66
1579707873,64,64
1579709798,62,62
1579711696,63,63
1579713675,62,62
1579715556,62,62
1579717456,62,62
1579719388,63,63
1579721295,64,64
1579723319,63,63
1579725154,64,64
1579727160,64,64
1579728981,65,65
1579730931,64,64
1579732835,64,64
1579734738,62,62
1579736731,63,63
1579738578,61,61
1579740518,62,62
1579742450,64,64
1579744360,63,63
1579746267,63,63
1579748205,67,67
1579750101,69,69
1579752271,70,70
1579754176,73,73
1579756134,70,70
1579758048,70,70
1579759975,68,68
1579761891,68,68
1579763782,70,70
1579765697,72,72
1579767641,70,70
1579769561,70,70
1579771483,70,70
1579773377,71,71
1579775298,69,69
1579777554,67,67
1579779389,66,66
1579781574,66,66
1579783460,64,64
1579785431,64,64
1579787341,62,62
1579791218,64,64
