DateTime,AddedIPs,RemovedIPs
1579312343,134,99
1579314261,106,116
1579316189,77,110
1579318166,109,105
1579320353,148,122
1579322175,92,118
1579324124,108,101
1579326020,91,118
1579328192,104,119
1579330102,85,126
1579332029,103,101
1579333936,93,77
1579335893,101,100
1579337814,82,103
1579339710,91,91
1579341938,112,137
1579343794,93,105
1579345710,99,101
1579347633,126,104
1579349559,88,113
1579351514,88,178
1579353392,67,107
1579355355,114,113
1579357242,89,89
1579359150,109,83
1579361062,97,97
1579363004,107,111
1579364901,111,95
1579367150,132,110
1579368985,97,100
1579370923,114,94
1579372852,625,86
1579374758,790,93
1579376741,183,101
1579378597,105,87
1579380751,112,116
1579382683,115,86
1579384596,91,80
1579386517,115,81
1579388767,904,109
1579390583,1685,88
1579392773,1696,102
1579394660,1945,86
1579396595,1725,94
1579398527,1950,156
1579400421,1576,91
1579402337,2063,67
1579404324,1739,77
1579406192,1646,86
1579408120,1792,81
1579410393,2022,81
1579412199,1729,73
1579414104,1665,71
1579416023,1745,72
1579417980,1757,73
1579419866,1685,78
1579421787,1396,74
1579423737,1731,67
1579425629,1595,56
1579427551,1772,77
1579429497,48,68
1579431413,62,62
1579433311,58,74
1579435452,74,56
1579437410,60,67
1579439298,47,42
1579441238,71,57
1579443168,63,62
1579445075,64,58
1579446923,36,64
1579448956,31,72
1579450838,48,57
1579452744,32,70
1579454725,56,60
1579456582,42,66
1579458537,172,292
1579460723,216,588
1579462839,194,97
1579464748,110,73
1579466680,71,59
1579468585,68,84
1579470509,53,72
1579472454,69,78
1579474352,70,308
1579476260,63,1572
1579478203,88,1895
1579480111,1355,1481
1579482297,1525,1942
1579484186,1637,1953
1579486112,1475,1602
1579488017,1340,1945
1579490192,1314,2026
1579492111,1173,1712
1579494043,1144,1763
1579495938,1289,2027
1579497854,1038,1645
1579499724,965,1887
1579501717,777,1595
1579505076,1702,3100
1579506978,982,1736
1579508901,921,1456
1579511142,1011,1895
1579512987,996,1821
1579514896,855,891
1579516840,1063,92
1579518754,842,83
1579520658,1077,81
1579522590,972,62
1579524507,1124,70
1579526418,971,93
1579528345,1006,92
1579530259,75,97
1579532177,77,141
1579534291,83,52
1579536283,56,40
1579538188,67,126
1579541077,107,87
1579542980,69,44
1579544943,92,108
1579547108,86,133
1579549242,97,145
1579551142,71,80
1579553071,84,76
1579555001,86,70
1579557163,69,79
1579559057,65,82
1579560975,82,88
1579562923,72,84
1579565004,75,248
1579566974,79,1513
1579568896,84,1316
1579570843,98,1780
1579572765,93,1390
1579574680,83,1344
1579576610,72,1106
1579578558,94,1253
1579580416,70,1102
