DateTime,AddedIPs,RemovedIPs
1578533477,65,48
1578537121,34,58
1578542473,65,90
1578544300,71,91
1578549676,50,57
1578551499,66,52
1578555088,63,44
1578556936,44,63
1578558688,94,69
1578562271,60,45
1578567689,59,52
1578571268,54,51
1578573109,51,51
1578578482,71,58
1578580264,61,46
1578583865,68,78
1578587502,70,50
1578591103,69,56
1578594681,56,59
1578598266,83,55
1578601940,74,56
1578605473,72,68
1578609101,60,80
1578614463,56,95
1578618064,65,81
1578619886,81,65
1578621700,104,131
1578623478,44,61
1578627065,59,62
1578630667,81,98
1578634273,62,68
1578639664,61,61
1578641477,60,52
1578645072,58,52
1578648686,84,59
1578650470,57,44
1578655903,61,56
1578659493,65,40
1578663112,58,59
1578666671,46,52
1578670273,52,119
1578675764,54,57
1578677472,92,49
1578681185,67,79
1578682883,54,61
1578688278,82,57
1578691899,59,67
1578693672,67,59
1578695484,103,125
1578699071,53,86
1578702707,65,80
1578706342,60,67
1578709874,43,53
1578713465,56,67
1578715345,70,94
1578720666,57,58
1578722469,56,46
1578727879,47,46
1578731470,51,45
1578735070,59,50
1578738732,82,56
1578742282,75,61
1578745888,65,49
1578749478,57,52
1578753064,65,59
1578756711,74,61
1578760300,69,68
1578763877,73,60
1578769306,68,66
1578771073,68,60
1578774680,76,69
1578776475,60,76
1578781871,64,79
1578787334,53,87
1578789067,75,75
1578794471,68,77
1578796268,39,87
1578799887,65,105
1578803470,66,76
1578805300,52,57
1578807070,57,52
1578808880,52,57
1578812470,44,63
1578814281,48,37
1578819664,53,34
1578821503,66,44
1578825088,76,40
1578826919,66,57
1578832274,73,62
1578835869,70,61
1578839530,41,52
1578843073,118,42
1578846681,63,60
1578850272,58,57
1578855666,61,65
1578857469,78,49
1578862894,65,64
1578864701,56,78
1578868263,76,91
1578871888,63,93
1578875496,61,85
1578879069,64,70
1578882679,41,52
1578886275,59,67
1578889870,80,101
1578893474,48,68
1578897093,69,53
1578900687,57,54
1578904274,58,61
1578907880,66,47
1578909666,0,4
1578913282,64,39
1578915069,53,43
1578920508,44,49
1578922265,67,54
1578925908,64,55
1578929582,75,51
1578933102,53,71
1578936668,76,56
1578942076,77,42
1578943878,80,65
1578947470,59,96
1578952883,86,71
1578956479,69,81
1578958288,52,111
1578961865,60,71
1578965471,64,60
1578969062,42,53
1578972694,63,76
1578976282,66,90
1578978079,60,66
1578981746,66,60
1578983465,110,105
1578985264,53,42
1578988881,63,46
1578994279,60,49
1578997867,63,59
1579001470,57,46
1579003339,52,53
1579008677,56,57
1579012272,62,53
1579015869,67,52
1579019473,56,63
1579024962,67,57
1579026681,93,58
1579030273,61,57
1579033901,82,55
1579037467,72,82
1579041079,59,91
1579044671,60,128
1579048275,93,69
1579051879,53,72
1579055516,35,61
1579057270,70,75
1579060872,3,78
1579064472,157,85
1579066271,55,58
1579069900,64,71
1579073475,70,42
1579077075,58,43
1579080668,60,61
1579086130,66,44
1579089685,108,98
1579096885,106,89
1579102300,63,61
1579105877,62,58
1579107714,75,64
1579113065,75,65
1579116692,88,64
1579122075,72,85
1579123876,71,77
1579129265,91,139
1579134670,67,91
1579138308,66,77
1579141882,46,73
1579145480,64,81
1579147266,67,78
1579154487,80,66
1579158101,62,57
1579159900,50,60
1579163465,72,54
1579167075,67,49
1579172474,52,51
1579176067,60,57
1579179714,59,54
1579183281,74,58
1579186863,60,59
1579188698,56,65
1579192307,84,75
1579195902,82,66
1579199470,76,56
1579203126,74,72
1579206675,62,68
1579210283,85,73
1579213883,57,102
1579217482,48,94
1579221079,73,92
1579224675,68,94
1579228270,54,57
1579233781,69,81
1579235476,78,82
1579240888,51,56
1579244541,56,54
1579246345,74,45
1579249894,59,61
1579253468,81,58
1579255279,58,81
1579257092,114,78
1579260685,49,49
1579266107,48,41
1579267878,77,49
1579271472,57,57
1579275063,62,59
1579278675,73,53
1579280470,70,68
1579287671,51,68
1579289492,60,61
1579293073,79,51
1579296673,53,53
1579298481,61,77
1579303885,38,77
1579305668,69,65
1579307484,65,69
1579309269,69,65
1579311068,48,78
1579314678,41,51
1579320151,132,147
1579325494,34,53
1579329093,52,47
1579334555,53,34
1579336282,57,48
1579338068,48,57
1579339907,115,75
1579343472,70,55
1579345294,64,59
1579350674,80,63
1579354296,69,55
1579357876,63,63
1579361471,58,61
1579365076,90,67
1579368681,80,47
1579374108,73,55
1579375868,54,69
1579377717,69,66
1579383110,67,60
1579386672,55,76
1579392071,39,86
1579393898,74,79
1579397487,61,77
1579401069,26,58
1579404704,61,75
1579408276,72,73
1579411881,56,55
1579415469,49,55
1579420877,50,31
1579422672,54,47
1579424501,53,46
1579428179,71,54
1579433468,71,56
1579437070,70,58
1579440699,66,53
1579444276,71,49
1579447866,53,51
1579451491,70,53
1579455072,70,70
1579458671,84,72
1579462280,64,62
1579464068,62,64
1579465903,96,109
1579469469,81,80
1579473068,67,88
1579478485,48,98
1579480272,82,92
1579483866,63,87
1579487492,51,49
1579489264,61,76
1579494677,76,73
1579496476,52,58
1579501871,73,60
1579505470,61,43
1579509068,63,52
1579512672,66,55
1579516285,62,43
1579521670,64,50
1579523494,50,49
1579525267,67,52
1579532488,72,53
1579534270,67,56
1579537888,80,75
1579541494,87,59
1579545076,86,67
1579548679,86,63
1579552287,77,70
1579557670,66,155
1579561269,71,104
1579563069,50,91
1579566666,83,76
1579570265,52,78
1579573870,102,61
1579577475,66,71
1579581086,61,68
1579584673,72,66
1579588275,61,64
1579591865,67,45
1579595471,69,45
1579599106,68,47
1579602701,56,59
1579606277,57,46
1579609880,58,62
1579613480,62,49
1579617100,56,60
1579620665,62,75
1579624278,101,65
1579627894,83,132
1579633268,82,79
1579635065,79,84
1579638672,88,78
1579642294,68,107
1579645883,73,88
1579649486,47,85
1579651283,69,101
1579653100,101,69
1579654865,109,145
1579660333,65,67
1579663884,61,78
1579667469,80,78
1579672865,70,71
1579674666,64,57
1579678273,65,50
1579681888,57,47
1579685479,66,50
1579689068,72,45
1579692686,50,34
1579694470,64,60
1579696272,60,64
1579698083,64,60
1579699872,62,47
1579701683,70,47
1579708871,103,101
1579714297,77,51
1579717909,82,71
1579721474,72,68
1579723272,64,70
1579730487,66,67
1579734072,64,98
1579735901,52,93
1579739465,72,79
1579743065,49,62
1579746668,26,54
1579752077,130,150
1579757485,52,50
1579761105,63,49
1579764706,58,44
1579766489,58,78
1579770069,62,44
1579775470,60,48
1579779107,52,48
1579782702,61,52
1579786279,63,50
1579789869,49,59
1579795269,54,49
1579797072,60,61
1579800699,71,43
1579804309,79,62
1579807868,78,64
1579811511,83,72
1579815105,57,78
1579818684,71,80
1579822267,40,87
1579825866,62,94
1579829465,61,67
1579833068,33,48
1579836665,55,80
1579838465,65,113
1579843882,54,63
1579847465,67,51
1579851074,64,66
1579854671,54,56
1579858270,67,46
1579865474,101,77
1579869075,50,43
1579874525,83,93
1579879887,69,50
1579883469,65,62
1579887077,82,48
1579890687,85,56
1579892483,71,76
1579897876,73,67
1579901470,62,71
1579905068,58,84
1579908785,52,71
1579912267,60,74
1579915885,63,78
1579917672,42,58
1579923105,63,71
1579928465,64,77
1579930310,57,69
1579933866,57,38
1579937478,41,42
1579941076,57,50
1579946478,81,42
1579948285,54,55
1579953690,76,52
1579955465,86,64
1579960880,75,61
1579962684,57,87
1579968069,66,60
1579969873,63,53
1579975269,73,54
1579977078,75,61
1579980664,65,85
1579982472,77,77
1579989668,63,57
1579993267,57,63
1579995080,127,142
1579998700,69,86
1580002269,62,76
1580005907,32,61
1580009465,58,71
1580013096,59,71
1580016702,60,76
1580020291,55,44
1580023868,35,38
1580027468,55,43
1580031098,81,34
1580034677,59,46
1580038311,76,47
1580043671,70,65
1580047373,67,60
1580049076,79,61
1580052685,70,50
1580058069,73,64
1580059883,72,159
1580061666,87,1
1580063494,74,59
