DateTime,Entries,UniqueIPs
1579329150,1794,1794
1579331054,1796,1796
1579332985,1809,1809
1579334922,1811,1811
1579336813,1813,1813
1579338755,1814,1814
1579340649,1809,1809
1579342573,1808,1808
1579344753,1797,1797
1579346648,1059,1059
1579348566,1075,1075
1579350501,1495,1495
1579352411,1504,1504
1579354348,1507,1507
1579356258,1517,1517
1579358413,1525,1525
1579360332,1514,1514
1579362267,1511,1511
1579364177,1516,1516
1579366330,1522,1522
1579368246,1518,1518
1579370182,1512,1512
1579372088,1508,1508
1579374019,1513,1513
1579375947,1515,1515
1579378115,1523,1523
1579380015,1527,1527
1579382181,1523,1523
1579384091,1519,1519
1579386008,1516,1516
1579387948,1516,1516
1579389846,1515,1515
1579391786,1522,1522
1579393691,1883,1883
1579395654,1895,1895
1579397532,1896,1896
1579399700,1948,1948
1579401612,1962,1962
1579403549,1965,1965
1579405450,1975,1975
1579407381,1989,1989
1579409308,1992,1992
1579411217,1990,1990
1579413128,1999,1999
1579415064,2009,2009
1579416968,2016,2016
1579418890,2018,2018
1579420826,2023,2023
1579422743,2030,2030
1579424657,2028,2028
1579426590,2030,2030
1579428755,2019,2019
1579430656,2018,2018
1579432577,1173,1173
1579434513,1169,1169
1579436406,1637,1637
1579438331,1651,1651
1579440264,1651,1651
1579442172,1636,1636
1579444089,1635,1635
1579446036,1628,1628
1579447931,1633,1633
1579450102,1634,1634
1579452014,1638,1638
1579453957,1637,1637
1579455850,1632,1632
1579457786,1611,1611
1579459693,1594,1594
1579461635,1577,1577
1579463526,1562,1562
1579465453,1553,1553
1579467380,1529,1529
1579469292,1519,1519
1579471212,1510,1510
1579473162,1496,1496
1579475069,1492,1492
1579476972,1477,1477
1579479137,1898,1898
1579481053,1905,1905
1579482969,1902,1902
1579484890,1897,1897
1579486823,1893,1893
1579488730,1892,1892
1579490663,1902,1902
1579492570,1909,1909
1579494486,1909,1909
1579496418,1906,1906
1579498346,1908,1908
1579500515,1897,1897
1579502413,1883,1883
1579504580,1873,1873
1579506504,1869,1869
1579508407,1856,1856
1579510327,1843,1843
1579512263,1837,1837
1579514178,1835,1835
1579516088,1839,1839
1579518022,903,903
1579519938,910,910
1579521856,1378,1378
1579523781,1390,1390
1579525707,1397,1397
1579527625,1398,1398
1579529541,1387,1387
1579531448,1377,1377
1579533379,1351,1351
1579535293,1344,1344
1579537220,1333,1333
1579539125,1329,1329
1579541065,1325,1325
1579542967,1319,1319
1579544884,1306,1306
1579546827,1307,1307
1579548759,1299,1299
1579550681,1292,1292
1579552568,1282,1282
1579554523,1283,1283
1579556433,1277,1277
1579558335,1279,1279
1579560248,1272,1272
1579562194,1269,1269
1579564112,1264,1264
1579566012,1684,1684
1579567953,1682,1682
1579569877,1683,1683
1579571766,1682,1682
1579573690,1681,1681
1579575609,1673,1673
1579577557,1663,1663
1579579719,1664,1664
1579581610,1677,1677
1579583533,1678,1678
1579585449,1673,1673
1579587373,1661,1661
1579589290,1666,1666
1579591239,1671,1671
1579593126,1678,1678
1579595048,1671,1671
1579596966,1669,1669
1579599156,1664,1664
1579601055,1664,1664
1579602969,1663,1663
1579604897,986,986
1579606809,989,989
1579608734,1360,1360
1579610655,1357,1357
1579612575,1371,1371
1579614494,1378,1378
1579616416,1384,1384
1579618328,1385,1385
1579620254,1379,1379
1579622166,1377,1377
1579624093,1375,1375
1579626019,1389,1389
1579627940,1397,1397
1579629852,1398,1398
1579631769,1395,1395
1579633692,1397,1397
1579635611,1394,1394
1579637558,1398,1398
1579639450,1404,1404
1579641371,1401,1401
1579643289,1406,1406
1579645206,1396,1396
1579647128,1388,1388
1579649049,1393,1393
1579650969,1404,1404
1579652886,1723,1723
1579654811,1729,1729
1579656733,1740,1740
1579658651,1752,1752
1579660569,1760,1760
1579662498,1763,1763
1579664410,1766,1766
1579666352,1767,1767
1579668247,1776,1776
1579670174,1789,1789
1579672107,1791,1791
1579674021,1803,1803
1579675928,1804,1804
1579677847,1813,1813
1579679780,1816,1816
1579681684,1826,1826
1579683606,1821,1821
1579685551,1823,1823
1579687708,1812,1812
1579689612,1807,1807
1579691553,1052,1052
1579693450,1055,1055
1579695378,1491,1491
1579697300,1498,1498
1579699206,1501,1501
1579701131,1513,1513
1579703068,1519,1519
1579704966,1522,1522
1579706901,1527,1527
1579708828,1528,1528
1579710815,1518,1518
1579712910,1508,1508
1579714819,1501,1501
1579716729,1498,1498
1579718659,1487,1487
1579720572,1485,1485
1579722487,1477,1477
1579724417,1470,1470
1579726336,1470,1470
